,Adams,Allen,Anderson,Bailey,Baker,Barnes,Bell,Bennett,Brooks,Brown,Butler,Campbell,Carter,Clark,Collins,Cook,Cooper,Cox,Cruz,Davis,Diaz,Edwards,Evans,Fisher,Flores,Foster,Garcia,Gomez,Gonzalez,Gray,Green,Gutierrez,Hall,Harris,Hernandez,Hill,Howard,Hughes,Jackson,James,Jenkins,Johnson,Jones,Kelly,King,Lee,Lewis,Long,Lopez,Martin,Martinez,Miller,Mitchell,Moore,Morales,Morgan,Morris,Murphy,Myers,Nelson,Nguyen,Ortiz,Parker,Perez,Perry,Peterson,Phillips,Powell,Price,Ramirez,Reed,Reyes,Richardson,Rivera,Roberts,Robinson,Rodriguez,Rogers,Ross,Russell,Sanchez,Sanders,Scott,Smith,Stewart,Sullivan,Taylor,Thomas,Thompson,Torres,Turner,Walker,Ward,Watson,White,Williams,Wilson,Wood,Wright,Young
Gomez,"-0,048951049","-0,020979021","-0,0454545455","-0,0594405594","-0,0244755245","-0,020979021","-0,0454545455","-0,0524475524","-0,027972028","-0,0524475524","-0,006993007","-0,034965035","-0,0559440559","-0,020979021","-0,0244755245","-0,0454545455","0,9895104895","-0,0454545455","-0,0664335664","-0,0104895105","-0,0769230769","-0,027972028","-0,0174825175","-0,027972028","-0,034965035","-0,013986014","-0,0104895105","-0,0104895105","-0,020979021","-0,0034965035","-0,0454545455","-0,020979021","-0,020979021","-0,020979021","-0,020979021","-0,0629370629","-0,013986014","-0,0664335664","-0,0174825175","-0,0594405594","-0,0454545455","-0,0384615385","-0,0524475524","0,9825174825","-0,0524475524","-0,0174825175","-0,0524475524","-0,006993007","-0,0034965035","-0,0104895105","-0,0034965035","-0,020979021","-0,0174825175","-0,034965035","-0,0174825175","-0,0524475524","-0,0384615385","-0,0174825175","-0,0454545455","-0,027972028","-0,013986014","-0,0524475524",0,"-0,0454545455","-0,0804195804","-0,006993007","-0,034965035","-0,0034965035","-0,0244755245","-0,013986014","-0,0104895105","-0,013986014","-0,006993007","-0,041958042","-0,0384615385","-0,0559440559","-0,034965035","-0,0104895105","-0,013986014","-0,034965035","-0,0104895105","0,9895104895","-0,006993007","-0,0384615385","-0,0594405594","-0,0314685315","-0,0699300699","-0,006993007","-0,006993007","-0,0524475524","-0,027972028","-0,048951049","-0,0174825175","-0,0559440559","-0,0104895105","-0,0104895105","-0,0629370629","-0,0174825175","-0,013986014","-0,013986014"
Gonzalez,"-0,0979020979","0,958041958","-0,0909090909","-0,1188811189","-0,048951049","-0,041958042","-0,0909090909","-0,1048951049","-0,0559440559","-0,1048951049","-0,013986014","-0,0699300699","-0,1118881119","-0,041958042","-0,048951049","-0,0909090909","-0,020979021","-0,0909090909","-0,1328671329","-0,020979021","-0,1538461538","-0,0559440559","-0,034965035","-0,0559440559","-0,0699300699","-0,027972028","-0,020979021","-0,020979021","-0,041958042","-0,006993007","-0,0909090909","-0,041958042","-0,041958042","-0,041958042","-0,041958042","-0,1258741259","-0,027972028","-0,1328671329","-0,034965035","-0,1188811189","-0,0909090909","-0,0769230769","-0,1048951049","-0,034965035","-0,1048951049","-0,034965035","-0,1048951049","-0,013986014","-0,006993007","-0,020979021","-0,006993007","-0,041958042","-0,034965035","-0,0699300699","-0,034965035","-0,1048951049","-0,0769230769","-0,034965035","-0,0909090909","-0,0559440559","0,972027972","-0,1048951049",0,"-0,0909090909","-0,1608391608","-0,013986014","-0,0699300699","-0,006993007","-0,048951049","0,972027972","-0,020979021","0,972027972","-0,013986014","-0,0839160839","0,9230769231","-0,1118881119","-0,0699300699","-0,020979021","-0,027972028","-0,0699300699","-0,020979021","-0,020979021","-0,013986014","-0,0769230769","-0,1188811189","-0,0629370629","-0,1398601399","-0,013986014","-0,013986014","-0,1048951049","-0,0559440559","-0,0979020979","-0,034965035","-0,1118881119","-0,020979021","-0,020979021","-0,1258741259","-0,034965035","-0,027972028","0,972027972"
Gray,"-0,0163170163","-0,006993007","-0,0151515152","-0,0198135198","-0,0081585082","-0,006993007","-0,0151515152","-0,0174825175","-0,0093240093","-0,0174825175","-0,0023310023","-0,0116550117","-0,0186480186","-0,006993007","-0,0081585082","-0,0151515152","-0,0034965035","-0,0151515152","-0,0221445221","-0,0034965035","-0,0256410256","-0,0093240093","-0,0058275058","-0,0093240093","-0,0116550117","-0,0046620047","-0,0034965035","-0,0034965035","-0,006993007","-0,0011655012","-0,0151515152","-0,006993007","-0,006993007","-0,006993007","-0,006993007","-0,020979021","-0,0046620047","-0,0221445221","-0,0058275058","-0,0198135198","-0,0151515152","-0,0128205128","-0,0174825175","-0,0058275058","-0,0174825175","-0,0058275058","-0,0174825175","-0,0023310023","-0,0011655012","-0,0034965035","-0,0011655012","-0,006993007","-0,0058275058","-0,0116550117","-0,0058275058","-0,0174825175","-0,0128205128","-0,0058275058","-0,0151515152","-0,0093240093","-0,0046620047","-0,0174825175",0,"-0,0151515152","-0,0268065268","-0,0023310023","-0,0116550117","-0,0011655012","-0,0081585082","-0,0046620047","-0,0034965035","-0,0046620047","-0,0023310023","-0,013986014","-0,0128205128","-0,0186480186","-0,0116550117","-0,0034965035","-0,0046620047","0,9883449883","-0,0034965035","-0,0034965035","-0,0023310023","-0,0128205128","-0,0198135198","-0,0104895105","-0,0233100233","-0,0023310023","-0,0023310023","-0,0174825175","-0,0093240093","-0,0163170163","-0,0058275058","-0,0186480186","-0,0034965035","-0,0034965035","-0,020979021","-0,0058275058","-0,0046620047","-0,0046620047"
Green,"-0,2121212121","-0,0909090909","-0,196969697","0,7424242424","0,8939393939","-0,0909090909","-0,196969697","-0,2272727273","-0,1212121212","0,7727272727","-0,0303030303","-0,1515151515","0,7575757576","-0,0909090909","-0,1060606061","-0,196969697","-0,0454545455","-0,196969697","-0,2878787879","-0,0454545455","0,6666666667","-0,1212121212","-0,0757575758","-0,1212121212","-0,1515151515","-0,0606060606","-0,0454545455","-0,0454545455","-0,0909090909","-0,0151515152","-0,196969697","-0,0909090909","-0,0909090909","-0,0909090909","-0,0909090909","-0,2727272727","-0,0606060606","-0,2878787879","-0,0757575758","-0,2575757576","-0,196969697","-0,1666666667","-0,2272727273","-0,0757575758","0,7727272727","-0,0757575758","0,7727272727","0,9696969697","-0,0151515152","-0,0454545455","-0,0151515152","-0,0909090909","-0,0757575758","-0,1515151515","-0,0757575758","-0,2272727273","-0,1666666667","0,9242424242","-0,196969697","-0,1212121212","-0,0606060606","-0,2272727273",0,"-0,196969697","-0,3484848485","-0,0303030303","-0,1515151515","-0,0151515152","-0,1060606061","-0,0606060606","-0,0454545455","-0,0606060606","-0,0303030303","0,8181818182","-0,1666666667","0,7575757576","-0,1515151515","-0,0454545455","-0,0606060606","-0,1515151515","-0,0454545455","-0,0454545455","-0,0303030303","-0,1666666667","-0,2575757576","-0,1363636364","0,696969697","-0,0303030303","-0,0303030303","-0,2272727273","-0,1212121212","-0,2121212121","-0,0757575758","0,7575757576","-0,0454545455","-0,0454545455","-0,2727272727","-0,0757575758","-0,0606060606","-0,0606060606"
Gutierrez,"-0,0979020979","-0,041958042","-0,0909090909","-0,1188811189","-0,048951049","-0,041958042","-0,0909090909","-0,1048951049","-0,0559440559","-0,1048951049","-0,013986014","-0,0699300699","-0,1118881119","-0,041958042","-0,048951049","-0,0909090909","-0,020979021","-0,0909090909","-0,1328671329","-0,020979021","-0,1538461538","-0,0559440559","-0,034965035","-0,0559440559","-0,0699300699","-0,027972028","-0,020979021","-0,020979021","-0,041958042","-0,006993007","-0,0909090909","-0,041958042","-0,041958042","-0,041958042","-0,041958042","0,8741258741","-0,027972028","-0,1328671329","-0,034965035","-0,1188811189","-0,0909090909","-0,0769230769","0,8951048951","-0,034965035","-0,1048951049","-0,034965035","-0,1048951049","-0,013986014","-0,006993007","-0,020979021","-0,006993007","-0,041958042","-0,034965035","-0,0699300699","-0,034965035","-0,1048951049","-0,0769230769","-0,034965035","-0,0909090909","-0,0559440559","-0,027972028","0,8951048951",0,"-0,0909090909","0,8391608392","-0,013986014","-0,0699300699","-0,006993007","-0,048951049","-0,027972028","-0,020979021","-0,027972028","-0,013986014","-0,0839160839","-0,0769230769","-0,1118881119","-0,0699300699","-0,020979021","-0,027972028","-0,0699300699","-0,020979021","-0,020979021","-0,013986014","-0,0769230769","-0,1188811189","0,9370629371","-0,1398601399","-0,013986014","-0,013986014","0,8951048951","-0,0559440559","-0,0979020979","-0,034965035","-0,1118881119","-0,020979021","-0,020979021","-0,1258741259","-0,034965035","-0,027972028","-0,027972028"
Hall,"-0,0979020979","-0,041958042","-0,0909090909","-0,1188811189","-0,048951049","-0,041958042","-0,0909090909","-0,1048951049","0,9440559441","-0,1048951049","-0,013986014","-0,0699300699","-0,1118881119","-0,041958042","0,951048951","-0,0909090909","-0,020979021","-0,0909090909","-0,1328671329","-0,020979021","-0,1538461538","-0,0559440559","0,965034965","0,9440559441","-0,0699300699","-0,027972028","-0,020979021","-0,020979021","-0,041958042","-0,006993007","-0,0909090909","-0,041958042","-0,041958042","-0,041958042","-0,041958042","-0,1258741259","0,972027972","-0,1328671329","0,965034965","-0,1188811189","-0,0909090909","-0,0769230769","-0,1048951049","-0,034965035","-0,1048951049","-0,034965035","-0,1048951049","-0,013986014","-0,006993007","-0,020979021","-0,006993007","-0,041958042","-0,034965035","-0,0699300699","-0,034965035","-0,1048951049","-0,0769230769","-0,034965035","-0,0909090909","-0,0559440559","-0,027972028","-0,1048951049",0,"-0,0909090909","-0,1608391608","-0,013986014","-0,0699300699","-0,006993007","-0,048951049","-0,027972028","-0,020979021","-0,027972028","-0,013986014","-0,0839160839","-0,0769230769","-0,1118881119","-0,0699300699","-0,020979021","-0,027972028","-0,0699300699","-0,020979021","-0,020979021","-0,013986014","-0,0769230769","-0,1188811189","-0,0629370629","-0,1398601399","-0,013986014","-0,013986014","-0,1048951049","-0,0559440559","-0,0979020979","-0,034965035","-0,1118881119","-0,020979021","-0,020979021","-0,1258741259","-0,034965035","-0,027972028","-0,027972028"
Harris,"-0,0979020979","-0,041958042","-0,0909090909","-0,1188811189","-0,048951049","-0,041958042","-0,0909090909","-0,1048951049","-0,0559440559","-0,1048951049","-0,013986014","-0,0699300699","-0,1118881119","-0,041958042","-0,048951049","-0,0909090909","-0,020979021","-0,0909090909","-0,1328671329","-0,020979021","-0,1538461538","-0,0559440559","0,965034965","-0,0559440559","-0,0699300699","-0,027972028","-0,020979021","-0,020979021","-0,041958042","-0,006993007","-0,0909090909","-0,041958042","-0,041958042","-0,041958042","-0,041958042","-0,1258741259","-0,027972028","-0,1328671329","-0,034965035","-0,1188811189","-0,0909090909","-0,0769230769","-0,1048951049","-0,034965035","-0,1048951049","0,965034965","-0,1048951049","-0,013986014","-0,006993007","-0,020979021","-0,006993007","-0,041958042","-0,034965035","-0,0699300699","0,965034965","-0,1048951049","-0,0769230769","-0,034965035","-0,0909090909","-0,0559440559","-0,027972028","-0,1048951049",0,"-0,0909090909","-0,1608391608","-0,013986014","-0,0699300699","-0,006993007","-0,048951049","-0,027972028","-0,020979021","-0,027972028","-0,013986014","-0,0839160839","-0,0769230769","-0,1118881119","-0,0699300699","0,979020979","-0,027972028","-0,0699300699","-0,020979021","-0,020979021","-0,013986014","-0,0769230769","-0,1188811189","-0,0629370629","-0,1398601399","-0,013986014","-0,013986014","-0,1048951049","0,9440559441","-0,0979020979","-0,034965035","-0,1118881119","-0,020979021","-0,020979021","-0,1258741259","-0,034965035","0,972027972","-0,027972028"
Hernandez,"-0,0979020979","-0,041958042","-0,0909090909","-0,1188811189","-0,048951049","-0,041958042","-0,0909090909","0,8951048951","-0,0559440559","-0,1048951049","-0,013986014","-0,0699300699","-0,1118881119","-0,041958042","-0,048951049","-0,0909090909","-0,020979021","-0,0909090909","0,8671328671","-0,020979021","-0,1538461538","-0,0559440559","-0,034965035","-0,0559440559","-0,0699300699","-0,027972028","-0,020979021","-0,020979021","-0,041958042","-0,006993007","-0,0909090909","-0,041958042","-0,041958042","-0,041958042","-0,041958042","-0,1258741259","-0,027972028","-0,1328671329","-0,034965035","-0,1188811189","-0,0909090909","-0,0769230769","-0,1048951049","-0,034965035","-0,1048951049","-0,034965035","-0,1048951049","-0,013986014","-0,006993007","-0,020979021","-0,006993007","-0,041958042","-0,034965035","-0,0699300699","-0,034965035","0,8951048951","-0,0769230769","-0,034965035","-0,0909090909","-0,0559440559","-0,027972028","-0,1048951049",0,"-0,0909090909","-0,1608391608","-0,013986014","-0,0699300699","-0,006993007","-0,048951049","-0,027972028","-0,020979021","-0,027972028","-0,013986014","-0,0839160839","-0,0769230769","0,8881118881","-0,0699300699","-0,020979021","-0,027972028","-0,0699300699","-0,020979021","-0,020979021","-0,013986014","-0,0769230769","-0,1188811189","-0,0629370629","-0,1398601399","-0,013986014","-0,013986014","-0,1048951049","-0,0559440559","0,9020979021","-0,034965035","0,8881118881","-0,020979021","-0,020979021","-0,1258741259","-0,034965035","-0,027972028","-0,027972028"
Hill,"0,7062937063","-0,1258741259","-0,2727272727","-0,3566433566","-0,1468531469","-0,1258741259","-0,2727272727","-0,3146853147","-0,1678321678","-0,3146853147","-0,041958042","-0,2097902098","0,6643356643","-0,1258741259","-0,1468531469","-0,2727272727","-0,0629370629","-0,2727272727","-0,3986013986","-0,0629370629","0,5384615385","-0,1678321678","-0,1048951049","-0,1678321678","-0,2097902098","-0,0839160839","-0,0629370629","-0,0629370629","-0,1258741259","-0,020979021","-0,2727272727","0,8741258741","-0,1258741259","-0,1258741259","-0,1258741259","-0,3776223776","-0,0839160839","0,6013986014","-0,1048951049","0,6433566434","-0,2727272727","-0,2307692308","0,6853146853","-0,1048951049","0,6853146853","-0,1048951049","0,6853146853","-0,041958042","-0,020979021","-0,0629370629","-0,020979021","-0,1258741259","-0,1048951049","-0,2097902098","-0,1048951049","-0,3146853147","-0,2307692308","-0,1048951049","0,7272727273","-0,1678321678","-0,0839160839","0,6853146853",0,"0,7272727273","0,5174825175","-0,041958042","-0,2097902098","-0,020979021","-0,1468531469","-0,0839160839","-0,0629370629","-0,0839160839","-0,041958042","-0,2517482517","-0,2307692308","-0,3356643357","-0,2097902098","-0,0629370629","-0,0839160839","-0,2097902098","-0,0629370629","-0,0629370629","-0,041958042","-0,2307692308","0,6433566434","0,8111888112","0,5804195804","-0,041958042","-0,041958042","0,6853146853","-0,1678321678","-0,2937062937","-0,1048951049","-0,3356643357","-0,0629370629","-0,0629370629","0,6223776224","-0,1048951049","-0,0839160839","-0,0839160839"
Howard,"-0,0652680653","-0,027972028","-0,0606060606","-0,0792540793","-0,0326340326","-0,027972028","-0,0606060606","-0,0699300699","0,9627039627","-0,0699300699","-0,0093240093","-0,0466200466","-0,0745920746","-0,027972028","-0,0326340326","-0,0606060606","-0,013986014","-0,0606060606","-0,0885780886","0,986013986","-0,1025641026","-0,0372960373","-0,0233100233","-0,0372960373","-0,0466200466","-0,0186480186","-0,013986014","-0,013986014","-0,027972028","-0,0046620047","-0,0606060606","-0,027972028","0,972027972","-0,027972028","-0,027972028","-0,0839160839","-0,0186480186","-0,0885780886","0,9766899767","-0,0792540793","-0,0606060606","-0,0512820513","-0,0699300699","-0,0233100233","-0,0699300699","-0,0233100233","-0,0699300699","-0,0093240093","-0,0046620047","-0,013986014","-0,0046620047","-0,027972028","-0,0233100233","-0,0466200466","-0,0233100233","-0,0699300699","-0,0512820513","-0,0233100233","-0,0606060606","-0,0372960373","-0,0186480186","-0,0699300699",0,"-0,0606060606","-0,1072261072","-0,0093240093","-0,0466200466","-0,0046620047","-0,0326340326","-0,0186480186","-0,013986014","-0,0186480186","-0,0093240093","-0,0559440559","-0,0512820513","-0,0745920746","-0,0466200466","-0,013986014","-0,0186480186","-0,0466200466","-0,013986014","-0,013986014","-0,0093240093","-0,0512820513","-0,0792540793","-0,041958042","-0,0932400932","-0,0093240093","-0,0093240093","-0,0699300699","-0,0372960373","-0,0652680653","-0,0233100233","-0,0745920746","-0,013986014","-0,013986014","-0,0839160839","-0,0233100233","-0,0186480186","-0,0186480186"
Hughes,"0,68997669","-0,1328671329","-0,2878787879","0,6235431235","-0,155011655","-0,1328671329","-0,2878787879","0,6678321678","-0,1771561772","0,6678321678","-0,0442890443","-0,2214452214","0,6456876457","-0,1328671329","-0,155011655","-0,2878787879","-0,0664335664","-0,2878787879","0,5792540793","-0,0664335664","0,5128205128","-0,1771561772","-0,1107226107","-0,1771561772","-0,2214452214","-0,0885780886","-0,0664335664","-0,0664335664","-0,1328671329","-0,0221445221","-0,2878787879","-0,1328671329","-0,1328671329","-0,1328671329","-0,1328671329","0,6013986014","-0,0885780886","-0,4207459207","-0,1107226107","0,6235431235","-0,2878787879","-0,2435897436","-0,3321678322","-0,1107226107","0,6678321678","-0,1107226107","0,6678321678","-0,0442890443","-0,0221445221","-0,0664335664","-0,0221445221","-0,1328671329","-0,1107226107","-0,2214452214","-0,1107226107","0,6678321678","-0,2435897436","-0,1107226107","-0,2878787879","-0,1771561772","-0,0885780886","-0,3321678322",0,"-0,2878787879","0,4906759907","-0,0442890443","-0,2214452214","-0,0221445221","-0,155011655","-0,0885780886","-0,0664335664","-0,0885780886","-0,0442890443","-0,2657342657","-0,2435897436","0,6456876457","-0,2214452214","-0,0664335664","-0,0885780886","-0,2214452214","-0,0664335664","-0,0664335664","-0,0442890443","-0,2435897436","0,6235431235","0,8006993007","0,5571095571","-0,0442890443","-0,0442890443","-0,3321678322","-0,1771561772","-0,31002331","-0,1107226107","0,6456876457","-0,0664335664","-0,0664335664","0,6013986014","-0,1107226107","-0,0885780886","-0,0885780886"
Jackson,"-0,0815850816","-0,034965035","-0,0757575758","-0,0990675991","-0,0407925408","-0,034965035","-0,0757575758","-0,0874125874","-0,0466200466","-0,0874125874","-0,0116550117","-0,0582750583","-0,0932400932","-0,034965035","-0,0407925408","-0,0757575758","-0,0174825175","-0,0757575758","-0,1107226107","-0,0174825175","-0,1282051282","-0,0466200466","-0,0291375291","0,9533799534","-0,0582750583","-0,0233100233","-0,0174825175","-0,0174825175","-0,034965035","-0,0058275058","-0,0757575758","-0,034965035","0,965034965","-0,034965035","-0,034965035","-0,1048951049","0,9766899767","-0,1107226107","-0,0291375291","-0,0990675991","-0,0757575758","-0,0641025641","-0,0874125874","-0,0291375291","-0,0874125874","-0,0291375291","-0,0874125874","-0,0116550117","-0,0058275058","0,9825174825","-0,0058275058","-0,034965035","0,9708624709","-0,0582750583","-0,0291375291","-0,0874125874","-0,0641025641","-0,0291375291","-0,0757575758","-0,0466200466","-0,0233100233","-0,0874125874",0,"-0,0757575758","-0,134032634","-0,0116550117","-0,0582750583","-0,0058275058","-0,0407925408","-0,0233100233","-0,0174825175","-0,0233100233","-0,0116550117","-0,0699300699","-0,0641025641","-0,0932400932","-0,0582750583","-0,0174825175","-0,0233100233","-0,0582750583","-0,0174825175","-0,0174825175","-0,0116550117","-0,0641025641","-0,0990675991","-0,0524475524","-0,1165501166","-0,0116550117","-0,0116550117","-0,0874125874","-0,0466200466","-0,0815850816","-0,0291375291","-0,0932400932","-0,0174825175","-0,0174825175","-0,1048951049","-0,0291375291","-0,0233100233","-0,0233100233"
James,"0,7226107226","-0,1188811189","-0,2575757576","0,6631701632","-0,1386946387","-0,1188811189","-0,2575757576","-0,2972027972","-0,1585081585","0,7027972028","-0,0396270396","-0,1981351981","0,682983683","-0,1188811189","-0,1386946387","-0,2575757576","-0,0594405594","-0,2575757576","-0,3764568765","-0,0594405594","0,5641025641","-0,1585081585","-0,0990675991","-0,1585081585","-0,1981351981","-0,0792540793","-0,0594405594","-0,0594405594","-0,1188811189","-0,0198135198","-0,2575757576","-0,1188811189","-0,1188811189","-0,1188811189","-0,1188811189","0,6433566434","-0,0792540793","0,6235431235","-0,0990675991","-0,3368298368","-0,2575757576","-0,2179487179","-0,2972027972","-0,0990675991","0,7027972028","-0,0990675991","0,7027972028","-0,0396270396","-0,0198135198","-0,0594405594","-0,0198135198","-0,1188811189","-0,0990675991","-0,1981351981","-0,0990675991","-0,2972027972","-0,2179487179","-0,0990675991","0,7424242424","-0,1585081585","-0,0792540793","-0,2972027972",0,"0,7424242424","0,5442890443","-0,0396270396","-0,1981351981","-0,0198135198","-0,1386946387","-0,0792540793","-0,0594405594","-0,0792540793","-0,0396270396","0,7622377622","-0,2179487179","-0,317016317","-0,1981351981","-0,0594405594","-0,0792540793","-0,1981351981","-0,0594405594","-0,0594405594","-0,0396270396","-0,2179487179","0,6631701632","0,8216783217","0,6037296037","-0,0396270396","-0,0396270396","-0,2972027972","-0,1585081585","-0,2773892774","-0,0990675991","-0,317016317","-0,0594405594","-0,0594405594","0,6433566434","-0,0990675991","-0,0792540793","-0,0792540793"
Jenkins,"-0,2121212121","-0,0909090909","0,803030303","-0,2575757576","-0,1060606061","-0,0909090909","0,803030303","-0,2272727273","-0,1212121212","-0,2272727273","-0,0303030303","0,8484848485","-0,2424242424","-0,0909090909","-0,1060606061","0,803030303","-0,0454545455","0,803030303","-0,2878787879","-0,0454545455","-0,3333333333","-0,1212121212","-0,0757575758","-0,1212121212","0,8484848485","-0,0606060606","-0,0454545455","-0,0454545455","-0,0909090909","-0,0151515152","-0,196969697","-0,0909090909","-0,0909090909","-0,0909090909","-0,0909090909","-0,2727272727","-0,0606060606","-0,2878787879","-0,0757575758","-0,2575757576","-0,196969697","0,8333333333","-0,2272727273","-0,0757575758","-0,2272727273","-0,0757575758","-0,2272727273","-0,0303030303","-0,0151515152","-0,0454545455","-0,0151515152","-0,0909090909","-0,0757575758","0,8484848485","-0,0757575758","-0,2272727273","0,8333333333","-0,0757575758","-0,196969697","-0,1212121212","-0,0606060606","-0,2272727273",0,"-0,196969697","-0,3484848485","-0,0303030303","0,8484848485","-0,0151515152","-0,1060606061","-0,0606060606","-0,0454545455","-0,0606060606","-0,0303030303","-0,1818181818","-0,1666666667","-0,2424242424","0,8484848485","-0,0454545455","-0,0606060606","0,8484848485","-0,0454545455","-0,0454545455","-0,0303030303","0,8333333333","-0,2575757576","-0,1363636364","-0,303030303","-0,0303030303","-0,0303030303","-0,2272727273","-0,1212121212","-0,2121212121","-0,0757575758","-0,2424242424","-0,0454545455","-0,0454545455","-0,2727272727","-0,0757575758","-0,0606060606","-0,0606060606"
Johnson,"-0,1794871795","-0,0769230769","0,8333333333","-0,2179487179","-0,0897435897","-0,0769230769","0,8333333333","-0,1923076923","-0,1025641026","-0,1923076923","-0,0256410256","0,8717948718","-0,2051282051","-0,0769230769","-0,0897435897","0,8333333333","-0,0384615385","0,8333333333","-0,2435897436","-0,0384615385","-0,2820512821","-0,1025641026","-0,0641025641","-0,1025641026","0,8717948718","-0,0512820513","-0,0384615385","-0,0384615385","-0,0769230769","-0,0128205128","-0,1666666667","-0,0769230769","-0,0769230769","-0,0769230769","-0,0769230769","-0,2307692308","-0,0512820513","-0,2435897436","-0,0641025641","-0,2179487179","0,8333333333","-0,141025641","-0,1923076923","-0,0641025641","-0,1923076923","-0,0641025641","-0,1923076923","-0,0256410256","-0,0128205128","-0,0384615385","-0,0128205128","-0,0769230769","-0,0641025641","0,8717948718","-0,0641025641","-0,1923076923","0,858974359","-0,0641025641","-0,1666666667","-0,1025641026","-0,0512820513","-0,1923076923",0,"-0,1666666667","-0,2948717949","-0,0256410256","0,8717948718","-0,0128205128","-0,0897435897","-0,0512820513","-0,0384615385","-0,0512820513","-0,0256410256","-0,1538461538","-0,141025641","-0,2051282051","-0,1282051282","-0,0384615385","-0,0512820513","0,8717948718","-0,0384615385","-0,0384615385","-0,0256410256","-0,141025641","-0,2179487179","-0,1153846154","-0,2564102564","-0,0256410256","-0,0256410256","-0,1923076923","-0,1025641026","-0,1794871795","-0,0641025641","-0,2051282051","-0,0384615385","-0,0384615385","-0,2307692308","-0,0641025641","-0,0512820513","-0,0512820513"
Jones,"-0,2447552448","-0,1048951049","-0,2272727273","-0,2972027972","-0,1223776224","-0,1048951049","-0,2272727273","0,7377622378","0,8601398601","-0,2622377622","-0,034965035","-0,1748251748","-0,2797202797","-0,1048951049","-0,1223776224","-0,2272727273","-0,0524475524","-0,2272727273","-0,3321678322","-0,0524475524","0,6153846154","0,8601398601","-0,0874125874","-0,1398601399","-0,1748251748","-0,0699300699","-0,0524475524","-0,0524475524","-0,1048951049","-0,0174825175","-0,2272727273","0,8951048951","-0,1048951049","-0,1048951049","-0,1048951049","0,6853146853","-0,0699300699","-0,3321678322","-0,0874125874","-0,2972027972","-0,2272727273","-0,1923076923","-0,2622377622","-0,0874125874","-0,2622377622","-0,0874125874","0,7377622378","-0,034965035","-0,0174825175","-0,0524475524","-0,0174825175","-0,1048951049","-0,0874125874","-0,1748251748","-0,0874125874","0,7377622378","-0,1923076923","-0,0874125874","-0,2272727273","0,8601398601","-0,0699300699","0,7377622378",0,"-0,2272727273","0,5979020979","-0,034965035","-0,1748251748","-0,0174825175","-0,1223776224","-0,0699300699","-0,0524475524","-0,0699300699","-0,034965035","-0,2097902098","-0,1923076923","-0,2797202797","-0,1748251748","-0,0524475524","-0,0699300699","-0,1748251748","-0,0524475524","-0,0524475524","-0,034965035","-0,1923076923","0,7027972028","0,8426573427","-0,3496503497","-0,034965035","-0,034965035","0,7377622378","-0,1398601399","-0,2447552448","-0,0874125874","-0,2797202797","-0,0524475524","-0,0524475524","0,6853146853","-0,0874125874","-0,0699300699","-0,0699300699"
Kelly,"-0,0815850816","-0,034965035","-0,0757575758","-0,0990675991","-0,0407925408","-0,034965035","-0,0757575758","-0,0874125874","-0,0466200466","-0,0874125874","-0,0116550117","-0,0582750583","-0,0932400932","-0,034965035","-0,0407925408","-0,0757575758","0,9825174825","-0,0757575758","-0,1107226107","-0,0174825175","-0,1282051282","-0,0466200466","-0,0291375291","-0,0466200466","-0,0582750583","-0,0233100233","-0,0174825175","0,9825174825","-0,034965035","-0,0058275058","-0,0757575758","-0,034965035","-0,034965035","-0,034965035","-0,034965035","-0,1048951049","-0,0233100233","-0,1107226107","-0,0291375291","-0,0990675991","-0,0757575758","-0,0641025641","-0,0874125874","-0,0291375291","-0,0874125874","-0,0291375291","-0,0874125874","-0,0116550117","-0,0058275058","-0,0174825175","-0,0058275058","-0,034965035","-0,0291375291","-0,0582750583","-0,0291375291","-0,0874125874","-0,0641025641","-0,0291375291","-0,0757575758","-0,0466200466","-0,0233100233","-0,0874125874",0,"-0,0757575758","-0,134032634","-0,0116550117","-0,0582750583","-0,0058275058","-0,0407925408","-0,0233100233","-0,0174825175","-0,0233100233","-0,0116550117","-0,0699300699","0,9358974359","-0,0932400932","-0,0582750583","-0,0174825175","-0,0233100233","-0,0582750583","-0,0174825175","-0,0174825175","-0,0116550117","-0,0641025641","-0,0990675991","-0,0524475524","-0,1165501166","-0,0116550117","-0,0116550117","-0,0874125874","0,9533799534","-0,0815850816","-0,0291375291","-0,0932400932","-0,0174825175","-0,0174825175","-0,1048951049","-0,0291375291","-0,0233100233","0,9766899767"
